Question ID (machine readable),Response ID (machine readable),Response value,Answer requirement,Human-friendly question label
PSL_DATA_USAGE_RESPONSES:PSL_EMAIL:DATA_USAGE_SHARING_PURPOSE,PSL_DEVELOPER_COMMUNICATIONS,,MULTIPLE_CHOICE,Uso e tratamento de dados (Endereço de e-mail) / Por que os dados do usuário são compartilhados? Selecione todas as opções válidas. / Mensagens do desenvolvedor
PSL_DATA_USAGE_RESPONSES:PSL_EMAIL:DATA_USAGE_SHARING_PURPOSE,PSL_FRAUD_PREVENTION_SECURITY,true,MULTIPLE_CHOICE,"Uso e tratamento de dados (Endereço de e-mail) / Por que os dados do usuário são compartilhados? Selecione todas as opções válidas. / Segurança, conformidade e prevenção de fraudes"
PSL_DATA_USAGE_RESPONSES:PSL_EMAIL:DATA_USAGE_SHARING_PURPOSE,PSL_ADVERTISING,,MULTIPLE_CHOICE,Uso e tratamento de dados (Endereço de e-mail) / Por que os dados do usuário são compartilhados? Selecione todas as opções válidas. / Publicidade ou marketing
PSL_DATA_USAGE_RESPONSES:PSL_EMAIL:DATA_USAGE_SHARING_PURPOSE,PSL_PERSONALIZATION,,MULTIPLE_CHOICE,Uso e tratamento de dados (Endereço de e-mail) / Por que os dados do usuário são compartilhados? Selecione todas as opções válidas. / Personalização
PSL_DATA_USAGE_RESPONSES:PSL_EMAIL:DATA_USAGE_SHARING_PURPOSE,PSL_ACCOUNT_MANAGEMENT,true,MULTIPLE_CHOICE,Uso e tratamento de dados (Endereço de e-mail) / Por que os dados do usuário são compartilhados? Selecione todas as opções válidas. / Gerenciamento de contas
PSL_DATA_USAGE_RESPONSES:PSL_PHONE:PSL_DATA_USAGE_COLLECTION_AND_SHARING,PSL_DATA_USAGE_ONLY_COLLECTED,true,MULTIPLE_CHOICE,"Uso e tratamento de dados (Número de telefone) / Os dados são coletados, compartilhados ou ambos? / Coletados"
PSL_DATA_USAGE_RESPONSES:PSL_PHONE:PSL_DATA_USAGE_COLLECTION_AND_SHARING,PSL_DATA_USAGE_ONLY_SHARED,true,MULTIPLE_CHOICE,"Uso e tratamento de dados (Número de telefone) / Os dados são coletados, compartilhados ou ambos? / Compartilhados"
PSL_DATA_USAGE_RESPONSES:PSL_PHONE:PSL_DATA_USAGE_EPHEMERAL,,false,MAYBE_REQUIRED,Uso e tratamento de dados (Número de telefone) / Os dados são processados de maneira efêmera?
PSL_DATA_USAGE_RESPONSES:PSL_PHONE:DATA_USAGE_USER_CONTROL,PSL_DATA_USAGE_USER_CONTROL_OPTIONAL,,SINGLE_CHOICE,"Uso e tratamento de dados (Número de telefone) / Os dados são obrigatórios, ou os usuários podem escolher se eles são ou não coletados pelo app? / Os usuários podem escolher se os dados são coletados"
PSL_DATA_USAGE_RESPONSES:PSL_PHONE:DATA_USAGE_USER_CONTROL,PSL_DATA_USAGE_USER_CONTROL_REQUIRED,true,SINGLE_CHOICE,"Uso e tratamento de dados (Número de telefone) / Os dados são obrigatórios, ou os usuários podem escolher se eles são ou não coletados pelo app? / A coleta de dados é obrigatória: os usuários não podem desativá-la"
PSL_DATA_USAGE_RESPONSES:PSL_PHONE:DATA_USAGE_COLLECTION_PURPOSE,PSL_APP_FUNCTIONALITY,true,MULTIPLE_CHOICE,Uso e tratamento de dados (Número de telefone) / Por que os dados do usuário são coletados? Selecione todas as opções válidas. / Funcionalidade do app
PSL_DATA_USAGE_RESPONSES:PSL_PHONE:DATA_USAGE_COLLECTION_PURPOSE,PSL_ANALYTICS,,MULTIPLE_CHOICE,Uso e tratamento de dados (Número de telefone) / Por que os dados do usuário são coletados? Selecione todas as opções válidas. / Análise
PSL_DATA_USAGE_RESPONSES:PSL_PHONE:DATA_USAGE_COLLECTION_PURPOSE,PSL_DEVELOPER_COMMUNICATIONS,,MULTIPLE_CHOICE,Uso e tratamento de dados (Número de telefone) / Por que os dados do usuário são coletados? Selecione todas as opções válidas. / Mensagens do desenvolvedor
PSL_DATA_USAGE_RESPONSES:PSL_PHONE:DATA_USAGE_COLLECTION_PURPOSE,PSL_FRAUD_PREVENTION_SECURITY,true,MULTIPLE_CHOICE,"Uso e tratamento de dados (Número de telefone) / Por que os dados do usuário são coletados? Selecione todas as opções válidas. / Segurança, conformidade e prevenção de fraudes"
PSL_DATA_USAGE_RESPONSES:PSL_PHONE:DATA_USAGE_COLLECTION_PURPOSE,PSL_ADVERTISING,,MULTIPLE_CHOICE,Uso e tratamento de dados (Número de telefone) / Por que os dados do usuário são coletados? Selecione todas as opções válidas. / Publicidade ou marketing
PSL_DATA_USAGE_RESPONSES:PSL_PHONE:DATA_USAGE_COLLECTION_PURPOSE,PSL_PERSONALIZATION,,MULTIPLE_CHOICE,Uso e tratamento de dados (Número de telefone) / Por que os dados do usuário são coletados? Selecione todas as opções válidas. / Personalização
PSL_DATA_USAGE_RESPONSES:PSL_PHONE:DATA_USAGE_COLLECTION_PURPOSE,PSL_ACCOUNT_MANAGEMENT,true,MULTIPLE_CHOICE,Uso e tratamento de dados (Número de telefone) / Por que os dados do usuário são coletados? Selecione todas as opções válidas. / Gerenciamento de contas
PSL_DATA_USAGE_RESPONSES:PSL_PHONE:DATA_USAGE_SHARING_PURPOSE,PSL_APP_FUNCTIONALITY,true,MULTIPLE_CHOICE,Uso e tratamento de dados (Número de telefone) / Por que os dados do usuário são compartilhados? Selecione todas as opções válidas. / Funcionalidade do app
PSL_DATA_USAGE_RESPONSES:PSL_PHONE:DATA_USAGE_SHARING_PURPOSE,PSL_ANALYTICS,,MULTIPLE_CHOICE,Uso e tratamento de dados (Número de telefone) / Por que os dados do usuário são compartilhados? Selecione todas as opções válidas. / Análise
PSL_DATA_USAGE_RESPONSES:PSL_PHONE:DATA_USAGE_SHARING_PURPOSE,PSL_DEVELOPER_COMMUNICATIONS,,MULTIPLE_CHOICE,Uso e tratamento de dados (Número de telefone) / Por que os dados do usuário são compartilhados? Selecione todas as opções válidas. / Mensagens do desenvolvedor
PSL_DATA_USAGE_RESPONSES:PSL_PHONE:DATA_USAGE_SHARING_PURPOSE,PSL_FRAUD_PREVENTION_SECURITY,true,MULTIPLE_CHOICE,"Uso e tratamento de dados (Número de telefone) / Por que os dados do usuário são compartilhados? Selecione todas as opções válidas. / Segurança, conformidade e prevenção de fraudes"
PSL_DATA_USAGE_RESPONSES:PSL_PHONE:DATA_USAGE_SHARING_PURPOSE,PSL_ADVERTISING,,MULTIPLE_CHOICE,Uso e tratamento de dados (Número de telefone) / Por que os dados do usuário são compartilhados? Selecione todas as opções válidas. / Publicidade ou marketing
PSL_DATA_USAGE_RESPONSES:PSL_PHONE:DATA_USAGE_SHARING_PURPOSE,PSL_PERSONALIZATION,,MULTIPLE_CHOICE,Uso e tratamento de dados (Número de telefone) / Por que os dados do usuário são compartilhados? Selecione todas as opções válidas. / Personalização
PSL_DATA_USAGE_RESPONSES:PSL_PHONE:DATA_USAGE_SHARING_PURPOSE,PSL_ACCOUNT_MANAGEMENT,true,MULTIPLE_CHOICE,Uso e tratamento de dados (Número de telefone) / Por que os dados do usuário são compartilhados? Selecione todas as opções válidas. / Gerenciamento de contas
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_PERSONAL:PSL_DATA_USAGE_COLLECTION_AND_SHARING,PSL_DATA_USAGE_ONLY_COLLECTED,true,MULTIPLE_CHOICE,"Uso e tratamento de dados (Outras informações) / Os dados são coletados, compartilhados ou ambos? / Coletados"
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_PERSONAL:PSL_DATA_USAGE_COLLECTION_AND_SHARING,PSL_DATA_USAGE_ONLY_SHARED,true,MULTIPLE_CHOICE,"Uso e tratamento de dados (Outras informações) / Os dados são coletados, compartilhados ou ambos? / Compartilhados"
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_PERSONAL:PSL_DATA_USAGE_EPHEMERAL,,false,MAYBE_REQUIRED,Uso e tratamento de dados (Outras informações) / Os dados são processados de maneira efêmera?
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_PERSONAL:DATA_USAGE_USER_CONTROL,PSL_DATA_USAGE_USER_CONTROL_OPTIONAL,,SINGLE_CHOICE,"Uso e tratamento de dados (Outras informações) / Os dados são obrigatórios, ou os usuários podem escolher se eles são ou não coletados pelo app? / Os usuários podem escolher se os dados são coletados"
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_PERSONAL:DATA_USAGE_USER_CONTROL,PSL_DATA_USAGE_USER_CONTROL_REQUIRED,true,SINGLE_CHOICE,"Uso e tratamento de dados (Outras informações) / Os dados são obrigatórios, ou os usuários podem escolher se eles são ou não coletados pelo app? / A coleta de dados é obrigatória: os usuários não podem desativá-la"
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_PERSONAL:DATA_USAGE_COLLECTION_PURPOSE,PSL_APP_FUNCTIONALITY,true,MULTIPLE_CHOICE,Uso e tratamento de dados (Outras informações) / Por que os dados do usuário são coletados? Selecione todas as opções válidas. / Funcionalidade do app
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_PERSONAL:DATA_USAGE_COLLECTION_PURPOSE,PSL_ANALYTICS,,MULTIPLE_CHOICE,Uso e tratamento de dados (Outras informações) / Por que os dados do usuário são coletados? Selecione todas as opções válidas. / Análise
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_PERSONAL:DATA_USAGE_COLLECTION_PURPOSE,PSL_DEVELOPER_COMMUNICATIONS,,MULTIPLE_CHOICE,Uso e tratamento de dados (Outras informações) / Por que os dados do usuário são coletados? Selecione todas as opções válidas. / Mensagens do desenvolvedor
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_PERSONAL:DATA_USAGE_COLLECTION_PURPOSE,PSL_FRAUD_PREVENTION_SECURITY,true,MULTIPLE_CHOICE,"Uso e tratamento de dados (Outras informações) / Por que os dados do usuário são coletados? Selecione todas as opções válidas. / Segurança, conformidade e prevenção de fraudes"
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_PERSONAL:DATA_USAGE_COLLECTION_PURPOSE,PSL_ADVERTISING,,MULTIPLE_CHOICE,Uso e tratamento de dados (Outras informações) / Por que os dados do usuário são coletados? Selecione todas as opções válidas. / Publicidade ou marketing
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_PERSONAL:DATA_USAGE_COLLECTION_PURPOSE,PSL_PERSONALIZATION,,MULTIPLE_CHOICE,Uso e tratamento de dados (Outras informações) / Por que os dados do usuário são coletados? Selecione todas as opções válidas. / Personalização
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_PERSONAL:DATA_USAGE_COLLECTION_PURPOSE,PSL_ACCOUNT_MANAGEMENT,true,MULTIPLE_CHOICE,Uso e tratamento de dados (Outras informações) / Por que os dados do usuário são coletados? Selecione todas as opções válidas. / Gerenciamento de contas
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_PERSONAL:DATA_USAGE_SHARING_PURPOSE,PSL_APP_FUNCTIONALITY,true,MULTIPLE_CHOICE,Uso e tratamento de dados (Outras informações) / Por que os dados do usuário são compartilhados? Selecione todas as opções válidas. / Funcionalidade do app
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_PERSONAL:DATA_USAGE_SHARING_PURPOSE,PSL_ANALYTICS,,MULTIPLE_CHOICE,Uso e tratamento de dados (Outras informações) / Por que os dados do usuário são compartilhados? Selecione todas as opções válidas. / Análise
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_PERSONAL:DATA_USAGE_SHARING_PURPOSE,PSL_DEVELOPER_COMMUNICATIONS,,MULTIPLE_CHOICE,Uso e tratamento de dados (Outras informações) / Por que os dados do usuário são compartilhados? Selecione todas as opções válidas. / Mensagens do desenvolvedor
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_PERSONAL:DATA_USAGE_SHARING_PURPOSE,PSL_FRAUD_PREVENTION_SECURITY,true,MULTIPLE_CHOICE,"Uso e tratamento de dados (Outras informações) / Por que os dados do usuário são compartilhados? Selecione todas as opções válidas. / Segurança, conformidade e prevenção de fraudes"
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_PERSONAL:DATA_USAGE_SHARING_PURPOSE,PSL_ADVERTISING,,MULTIPLE_CHOICE,Uso e tratamento de dados (Outras informações) / Por que os dados do usuário são compartilhados? Selecione todas as opções válidas. / Publicidade ou marketing
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_PERSONAL:DATA_USAGE_SHARING_PURPOSE,PSL_PERSONALIZATION,,MULTIPLE_CHOICE,Uso e tratamento de dados (Outras informações) / Por que os dados do usuário são compartilhados? Selecione todas as opções válidas. / Personalização
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_PERSONAL:DATA_USAGE_SHARING_PURPOSE,PSL_ACCOUNT_MANAGEMENT,true,MULTIPLE_CHOICE,Uso e tratamento de dados (Outras informações) / Por que os dados do usuário são compartilhados? Selecione todas as opções válidas. / Gerenciamento de contas
PSL_DATA_USAGE_RESPONSES:PSL_OTHER:PSL_DATA_USAGE_COLLECTION_AND_SHARING,PSL_DATA_USAGE_ONLY_COLLECTED,true,MULTIPLE_CHOICE,"Uso e tratamento de dados (Outras informações financeiras) / Os dados são coletados, compartilhados ou ambos? / Coletados"
PSL_DATA_USAGE_RESPONSES:PSL_OTHER:PSL_DATA_USAGE_COLLECTION_AND_SHARING,PSL_DATA_USAGE_ONLY_SHARED,true,MULTIPLE_CHOICE,"Uso e tratamento de dados (Outras informações financeiras) / Os dados são coletados, compartilhados ou ambos? / Compartilhados"
PSL_DATA_USAGE_RESPONSES:PSL_OTHER:PSL_DATA_USAGE_EPHEMERAL,,false,MAYBE_REQUIRED,Uso e tratamento de dados (Outras informações financeiras) / Os dados são processados de maneira efêmera?
PSL_DATA_USAGE_RESPONSES:PSL_OTHER:DATA_USAGE_USER_CONTROL,PSL_DATA_USAGE_USER_CONTROL_OPTIONAL,,SINGLE_CHOICE,"Uso e tratamento de dados (Outras informações financeiras) / Os dados são obrigatórios, ou os usuários podem escolher se eles são ou não coletados pelo app? / Os usuários podem escolher se os dados são coletados"
PSL_DATA_USAGE_RESPONSES:PSL_OTHER:DATA_USAGE_USER_CONTROL,PSL_DATA_USAGE_USER_CONTROL_REQUIRED,true,SINGLE_CHOICE,"Uso e tratamento de dados (Outras informações financeiras) / Os dados são obrigatórios, ou os usuários podem escolher se eles são ou não coletados pelo app? / A coleta de dados é obrigatória: os usuários não podem desativá-la"
PSL_DATA_USAGE_RESPONSES:PSL_OTHER:DATA_USAGE_COLLECTION_PURPOSE,PSL_APP_FUNCTIONALITY,true,MULTIPLE_CHOICE,Uso e tratamento de dados (Outras informações financeiras) / Por que os dados do usuário são coletados? Selecione todas as opções válidas. / Funcionalidade do app
PSL_DATA_USAGE_RESPONSES:PSL_OTHER:DATA_USAGE_COLLECTION_PURPOSE,PSL_ANALYTICS,,MULTIPLE_CHOICE,Uso e tratamento de dados (Outras informações financeiras) / Por que os dados do usuário são coletados? Selecione todas as opções válidas. / Análise
PSL_DATA_USAGE_RESPONSES:PSL_OTHER:DATA_USAGE_COLLECTION_PURPOSE,PSL_DEVELOPER_COMMUNICATIONS,,MULTIPLE_CHOICE,Uso e tratamento de dados (Outras informações financeiras) / Por que os dados do usuário são coletados? Selecione todas as opções válidas. / Mensagens do desenvolvedor
PSL_DATA_USAGE_RESPONSES:PSL_OTHER:DATA_USAGE_COLLECTION_PURPOSE,PSL_FRAUD_PREVENTION_SECURITY,true,MULTIPLE_CHOICE,"Uso e tratamento de dados (Outras informações financeiras) / Por que os dados do usuário são coletados? Selecione todas as opções válidas. / Segurança, conformidade e prevenção de fraudes"
PSL_DATA_USAGE_RESPONSES:PSL_OTHER:DATA_USAGE_COLLECTION_PURPOSE,PSL_ADVERTISING,,MULTIPLE_CHOICE,Uso e tratamento de dados (Outras informações financeiras) / Por que os dados do usuário são coletados? Selecione todas as opções válidas. / Publicidade ou marketing
PSL_DATA_USAGE_RESPONSES:PSL_OTHER:DATA_USAGE_COLLECTION_PURPOSE,PSL_PERSONALIZATION,,MULTIPLE_CHOICE,Uso e tratamento de dados (Outras informações financeiras) / Por que os dados do usuário são coletados? Selecione todas as opções válidas. / Personalização
PSL_DATA_USAGE_RESPONSES:PSL_OTHER:DATA_USAGE_COLLECTION_PURPOSE,PSL_ACCOUNT_MANAGEMENT,true,MULTIPLE_CHOICE,Uso e tratamento de dados (Outras informações financeiras) / Por que os dados do usuário são coletados? Selecione todas as opções válidas. / Gerenciamento de contas
PSL_DATA_USAGE_RESPONSES:PSL_OTHER:DATA_USAGE_SHARING_PURPOSE,PSL_APP_FUNCTIONALITY,true,MULTIPLE_CHOICE,Uso e tratamento de dados (Outras informações financeiras) / Por que os dados do usuário são compartilhados? Selecione todas as opções válidas. / Funcionalidade do app
PSL_DATA_USAGE_RESPONSES:PSL_OTHER:DATA_USAGE_SHARING_PURPOSE,PSL_ANALYTICS,,MULTIPLE_CHOICE,Uso e tratamento de dados (Outras informações financeiras) / Por que os dados do usuário são compartilhados? Selecione todas as opções válidas. / Análise
PSL_DATA_USAGE_RESPONSES:PSL_OTHER:DATA_USAGE_SHARING_PURPOSE,PSL_DEVELOPER_COMMUNICATIONS,,MULTIPLE_CHOICE,Uso e tratamento de dados (Outras informações financeiras) / Por que os dados do usuário são compartilhados? Selecione todas as opções válidas. / Mensagens do desenvolvedor
PSL_DATA_USAGE_RESPONSES:PSL_OTHER:DATA_USAGE_SHARING_PURPOSE,PSL_FRAUD_PREVENTION_SECURITY,true,MULTIPLE_CHOICE,"Uso e tratamento de dados (Outras informações financeiras) / Por que os dados do usuário são compartilhados? Selecione todas as opções válidas. / Segurança, conformidade e prevenção de fraudes"
PSL_DATA_USAGE_RESPONSES:PSL_OTHER:DATA_USAGE_SHARING_PURPOSE,PSL_ADVERTISING,,MULTIPLE_CHOICE,Uso e tratamento de dados (Outras informações financeiras) / Por que os dados do usuário são compartilhados? Selecione todas as opções válidas. / Publicidade ou marketing
PSL_DATA_USAGE_RESPONSES:PSL_OTHER:DATA_USAGE_SHARING_PURPOSE,PSL_PERSONALIZATION,,MULTIPLE_CHOICE,Uso e tratamento de dados (Outras informações financeiras) / Por que os dados do usuário são compartilhados? Selecione todas as opções válidas. / Personalização
PSL_DATA_USAGE_RESPONSES:PSL_OTHER:DATA_USAGE_SHARING_PURPOSE,PSL_ACCOUNT_MANAGEMENT,true,MULTIPLE_CHOICE,Uso e tratamento de dados (Outras informações financeiras) / Por que os dados do usuário são compartilhados? Selecione todas as opções válidas. / Gerenciamento de contas
